1540536451.366361,0
1540536451.379266,0
1540536451.395314,0
1540536451.408298,0
1540536451.422007,0
1540536451.434923,0
1540536451.449676,0
1540536451.463264,0
1540536451.476487,0
1540536451.490197,0
1540536451.503634,0
1540536451.517646,0
1540536451.532501,0
1540536451.544952,0
1540536451.558538,0
1540536451.571823,0
1540536451.584994,0
1540536451.599067,0
1540536451.612316,0
1540536451.625400,0
1540536451.640475,0
1540536451.654146,0
1540536451.668437,0
1540536451.682722,0
1540536451.696527,0
1540536451.710219,0
1540536451.722928,0
1540536451.736792,0
1540536451.751722,0
1540536451.765350,0
1540536451.779515,0
1540536451.792492,0
1540536451.807051,0
1540536451.820852,0
1540536451.834393,0
1540536451.848058,0
1540536451.862253,0
1540536451.875767,0
1540536451.888578,0
1540536451.902060,0
1540536451.915189,0
1540536451.927889,0
1540536451.942529,0
1540536451.955398,0
1540536451.969381,0
1540536451.983089,0
1540536451.996344,0
1540536452.011486,0
1540536452.024098,0
1540536452.037258,0
1540536452.050739,0
1540536452.063767,0
1540536452.077811,0
1540536452.091491,0
1540536452.106035,0
1540536452.123030,0
1540536452.136140,0
1540536452.148870,0
1540536452.161745,0
1540536452.175825,0
1540536452.190112,0
1540536452.203932,0
1540536452.217047,0
1540536452.231445,0
1540536452.244159,0
1540536452.259498,0
1540536452.272770,0
1540536452.285705,0
1540536452.300264,0
1540536452.313950,0
1540536452.327265,0
1540536452.340414,0
1540536452.353322,0
1540536452.367015,0
1540536452.381188,0
1540536452.413536,1
1540536452.430097,1
1540536452.443170,0
1540536452.459043,0
1540536452.475205,0
1540536452.489159,0
1540536452.502502,0
1540536452.515871,0
1540536452.528918,0
1540536452.542639,0
1540536452.555328,0
1540536452.568976,0
1540536452.583070,0
1540536452.595703,0
1540536452.609651,0
1540536452.623288,0
1540536452.637754,0
1540536452.652092,0
1540536452.667760,1
1540536452.681887,0
1540536452.695083,0
1540536452.708106,0
1540536452.721401,0
1540536452.734473,0
1540536452.747943,0
1540536452.761260,0
1540536452.775741,0
1540536452.789059,0
1540536452.802662,0
1540536452.815352,0
1540536452.828447,0
1540536452.842961,0
1540536452.855879,0
1540536452.869072,0
1540536452.883453,0
1540536452.896831,0
1540536452.911392,0
1540536452.925426,0
1540536452.940330,0
1540536452.953330,0
1540536452.967513,0
1540536452.981203,0
1540536452.994755,0
1540536453.007603,0
1540536453.021842,0
1540536453.035638,0
1540536453.049335,0
1540536453.063650,0
1540536453.077961,0
1540536453.093259,0
1540536453.106445,0
1540536453.121223,0
1540536453.134681,1
1540536453.154262,1
1540536453.170220,0
1540536453.183806,0
1540536453.196902,0
1540536453.211150,0
1540536453.223899,0
1540536453.237341,0
1540536453.251399,0
1540536453.264720,0
1540536453.279086,0
1540536453.292447,0
1540536453.305339,0
1540536453.318960,0
1540536453.332541,1
1540536453.348298,0
1540536453.362315,0
1540536453.374887,0
1540536453.389058,0
1540536453.402534,0
1540536453.416153,0
1540536453.429868,0
1540536453.443287,0
1540536453.456035,0
1540536453.468945,0
1540536453.483013,0
1540536453.496055,0
1540536453.509245,0
1540536453.522045,0
1540536453.535576,0
1540536453.549669,0
1540536453.563275,0
1540536453.576436,0
1540536453.590848,0
1540536453.604242,0
1540536453.618748,0
1540536453.632031,0
1540536453.644793,0
1540536453.658495,0
1540536453.671534,0
1540536453.684587,0
1540536453.699227,0
1540536453.713657,0
1540536453.727585,0
1540536453.741996,0
1540536453.754899,0
1540536453.767981,0
1540536453.781980,0
1540536453.794660,0
1540536453.808975,0
1540536453.821528,0
1540536453.834198,0
1540536453.847696,0
1540536453.860971,0
1540536453.873618,0
1540536453.887324,0
1540536453.901337,0
1540536453.915030,0
1540536453.928019,0
1540536453.942665,0
1540536453.956642,0
1540536453.971566,0
1540536453.984822,0
1540536453.998580,0
1540536454.011412,0
1540536454.023989,0
1540536454.037358,0
1540536454.050345,0
1540536454.063582,0
1540536454.075814,0
1540536454.088886,0
1540536454.101677,0
1540536454.113688,0
1540536454.125706,0
1540536454.138113,0
1540536454.150208,0
1540536454.163072,1
1540536454.175022,0
1540536454.188240,0
1540536454.201784,0
1540536454.214733,0
1540536454.227753,0
1540536454.240915,0
1540536454.253824,0
1540536454.267337,0
1540536454.281111,0
1540536454.294405,0
1540536454.308687,0
1540536454.321557,0
1540536454.335331,0
1540536454.350527,0
1540536454.363381,0
1540536454.376337,0
1540536454.390561,0
