1540533413.414796,0
1540533413.436616,0
1540533413.450008,0
1540533413.464199,0
1540533413.477957,0
1540533413.490472,0
1540533413.504981,0
1540533413.518547,0
1540533413.531181,0
1540533413.543653,0
1540533413.558059,0
1540533413.570472,0
1540533413.584161,0
1540533413.598231,1
1540533413.611609,0
1540533413.625760,0
1540533413.639718,0
1540533413.653496,0
1540533413.668084,0
1540533413.681388,0
1540533413.694576,0
1540533413.708369,0
1540533413.721026,0
1540533413.734407,0
1540533413.747093,0
1540533413.760183,0
1540533413.774002,0
1540533413.787711,1
1540533413.800876,0
1540533413.813456,0
1540533413.828220,0
1540533413.841240,0
1540533413.855451,0
1540533413.868883,0
1540533413.880981,0
1540533413.893313,0
1540533413.906766,0
1540533413.919354,0
1540533413.932147,0
1540533413.945093,0
1540533413.958982,0
1540533413.972359,0
1540533413.986277,0
1540533414.000489,0
1540533414.013524,0
1540533414.028010,0
1540533414.040960,0
1540533414.054477,0
1540533414.068849,0
1540533414.081337,0
1540533414.094169,0
1540533414.109438,0
1540533414.122702,0
1540533414.135852,0
1540533414.149496,0
1540533414.162957,0
1540533414.176185,0
1540533414.189629,0
1540533414.203001,0
1540533414.217030,0
1540533414.231539,0
1540533414.245644,0
1540533414.259133,0
1540533414.271657,0
1540533414.284919,0
1540533414.299109,0
1540533414.313501,0
1540533414.326995,0
1540533414.339539,0
1540533414.353009,0
1540533414.365825,0
1540533414.378872,0
1540533414.391312,0
1540533414.404582,0
1540533414.417884,0
1540533414.431626,0
1540533414.446434,0
1540533414.460898,0
1540533414.475222,0
1540533414.488821,0
1540533414.501014,0
1540533414.513418,0
1540533414.526957,0
1540533414.539397,0
1540533414.553441,0
1540533414.567212,0
1540533414.579910,0
1540533414.593754,0
1540533414.607993,0
1540533414.620568,0
1540533414.634024,0
1540533414.647104,0
1540533414.659897,0
1540533414.674585,0
1540533414.688722,0
1540533414.701193,0
1540533414.714286,0
1540533414.727329,0
1540533414.740196,0
1540533414.753716,0
1540533414.766453,1
1540533414.779044,0
1540533414.791466,0
1540533414.805566,0
1540533414.819435,0
1540533414.833393,0
1540533414.848199,0
1540533414.860772,0
1540533414.873894,0
1540533414.888099,0
1540533414.900563,0
1540533414.914737,0
1540533414.929120,0
1540533414.942391,0
1540533414.956673,0
1540533414.970359,0
1540533414.982865,0
1540533414.996839,0
1540533415.010217,0
1540533415.024486,0
1540533415.038957,0
1540533415.051327,0
1540533415.064549,0
1540533415.077808,0
1540533415.091250,0
1540533415.104186,0
1540533415.118408,0
1540533415.133322,0
1540533415.146828,0
1540533415.159900,0
1540533415.173444,0
1540533415.187694,0
1540533415.199908,0
1540533415.213250,0
1540533415.227571,0
1540533415.240708,0
1540533415.255316,0
1540533415.270428,0
